Order_ID,Order_Date,Customer_ID,Product_ID,Region,Quantity,Discount,Product_Name,Category,Sub_Category,Unit_Cost,Unit_Price,Sales,Cost,Profit
O000806,2025-11-08,C0814,P0041,South,4,0.05,Classic Cleaning 41,Home Appliances,Cleaning,733.55,998.36,3793.768,2934.2,859.5680000000002
O000807,2025-11-08,C0188,P0075,South,5,0.0,Smart Sportswear 75,Sports,Sportswear,2909.68,3338.72,16693.6,14548.4,2145.199999999999
O000808,2025-09-13,C0752,P0032,North,1,0.05,Classic Mobile 32,Electronics,Mobiles,39140.16,48337.53,45920.6535,39140.16,6780.493499999997
O000809,2025-12-05,C0870,P0014,East,8,0.02,Pro Outdoor 14,Sports,Outdoor,3152.72,3886.61,30471.0224,25221.76,5249.262400000003
O000810,2025-10-04,C0488,P0088,East,8,0.15,Eco Fitnes 88,Sports,Fitness,3722.17,4438.78,30183.703999999998,29777.36,406.3439999999973
O000811,2025-05-21,C0354,P0095,East,6,0.15,Max Table 95,Furniture,Tables,9139.66,10381.39,52945.08899999999,54837.96,-1892.8710000000065
O000812,2025-10-03,C0019,P0017,South,6,0.1,Plus Mobile 17,Electronics,Mobiles,22329.82,30143.75,162776.25,133978.91999999998,28797.330000000016
O000813,2025-02-22,C0859,P0025,North,4,0.0,Plus Kitchen 25,Home Appliances,Kitchen,9538.12,13156.71,52626.84,38152.48,14474.359999999993
O000814,2026-01-07,C0393,P0064,North,1,0.0,Smart Chair 64,Furniture,Chairs,8357.78,10550.26,10550.26,8357.78,2192.4799999999996
O000815,2026-06-07,C0837,P0073,North,1,0.0,Smart Fitnes 73,Sports,Fitness,5360.79,7223.83,7223.83,5360.79,1863.04
O000816,2026-03-31,C0261,P0086,East,6,0.05,Eco Cleaning 86,Home Appliances,Cleaning,4824.87,6031.98,34382.28599999999,28949.22,5433.065999999992
O000817,2025-09-02,C0985,P0048,East,2,0.1,Premium Accessorie 48,Electronics,Accessories,329.41,374.24,673.6320000000001,658.82,14.812000000000012
O000818,2025-03-05,C0410,P0035,South,3,0.0,Classic Table 35,Furniture,Tables,12659.56,14351.15,43053.45,37978.68,5074.769999999997
O000819,2025-05-23,C0403,P0037,South,6,0.0,Classic Stationery 37,Office Supplies,Stationery,79.91,94.38,566.28,479.46,86.82
O000820,2025-12-21,C0670,P0055,South,4,0.0,Premium Kitchen 55,Home Appliances,Kitchen,1781.02,2036.38,8145.52,7124.08,1021.4400000000005
O000821,2025-05-26,C0484,P0017,South,3,0.1,Plus Mobile 17,Electronics,Mobiles,22329.82,30143.75,81388.125,66989.45999999999,14398.665000000008
O000822,2025-12-20,C0304,P0028,North,1,0.2,Plus Fitnes 28,Sports,Fitness,1985.72,2257.92,1806.3360000000002,1985.72,-179.3839999999998
O000823,2025-06-11,C0624,P0001,North,1,0.05,Pro Laptop 1,Electronics,Laptops,58322.43,76089.18,72284.72099999999,58322.43,13962.29099999999
O000824,2026-06-05,C0656,P0053,South,6,0.15,Premium Paper 53,Office Supplies,Paper,247.0,290.88,1483.4879999999998,1482.0,1.487999999999829
O000825,2025-09-24,C0768,P0073,South,1,0.0,Smart Fitnes 73,Sports,Fitness,5360.79,7223.83,7223.83,5360.79,1863.04
O000826,2025-06-21,C0967,P0055,North,4,0.0,Premium Kitchen 55,Home Appliances,Kitchen,1781.02,2036.38,8145.52,7124.08,1021.4400000000005
O000827,2026-05-17,C0018,P0061,North,3,0.1,Smart Laptop 61,Electronics,Laptops,56797.6,73859.0,199419.30000000002,170392.8,29026.50000000003
O000828,2025-08-22,C0184,P0013,North,3,0.0,Pro Fitnes 13,Sports,Fitness,1307.11,1725.01,5175.03,3921.33,1253.6999999999998
O000829,2025-03-22,C0405,P0047,North,3,0.15,Premium Mobile 47,Electronics,Mobiles,29477.41,37354.24,95253.312,88432.23,6821.082000000009
O000830,2026-01-04,C0799,P0064,South,3,0.05,Smart Chair 64,Furniture,Chairs,8357.78,10550.26,30068.240999999998,25073.340000000004,4994.900999999994
O000831,2026-01-11,C0897,P0032,South,2,0.0,Classic Mobile 32,Electronics,Mobiles,39140.16,48337.53,96675.06,78280.32,18394.73999999999
O000832,2026-03-25,C0131,P0028,East,2,0.05,Plus Fitnes 28,Sports,Fitness,1985.72,2257.92,4290.048,3971.44,318.6079999999997
O000833,2025-06-17,C0479,P0053,West,2,0.05,Premium Paper 53,Office Supplies,Paper,247.0,290.88,552.6719999999999,494.0,58.67199999999991
O000834,2025-10-22,C0793,P0031,North,4,0.05,Classic Laptop 31,Electronics,Laptops,69933.07,80697.89,306651.98199999996,279732.28,26919.701999999932
O000835,2025-07-14,C0757,P0008,West,1,0.1,Pro Paper 8,Office Supplies,Paper,383.34,433.63,390.267,383.34,6.927000000000021
O000836,2025-02-28,C0008,P0072,South,4,0.0,Smart Small Appliance 72,Home Appliances,Small Appliances,2099.0,2411.53,9646.12,8396.0,1250.1200000000008
O000837,2026-06-19,C0705,P0098,North,1,0.05,Max Paper 98,Office Supplies,Paper,236.6,319.72,303.73400000000004,236.6,67.13400000000004
O000838,2026-04-02,C0318,P0087,South,2,0.0,Eco Small Appliance 87,Home Appliances,Small Appliances,6803.75,7661.83,15323.66,13607.5,1716.1599999999999
O000839,2025-07-27,C0391,P0074,East,1,0.0,Smart Outdoor 74,Sports,Outdoor,4805.97,5559.01,5559.01,4805.97,753.04
O000840,2026-01-21,C0519,P0025,North,8,0.05,Plus Kitchen 25,Home Appliances,Kitchen,9538.12,13156.71,99990.99599999998,76304.96,23686.03599999998
O000841,2025-05-22,C0136,P0033,South,3,0.15,Classic Accessorie 33,Electronics,Accessories,4046.89,5294.55,13501.1025,12140.67,1360.4325000000008
O000842,2026-06-26,C0531,P0068,North,3,0.05,Smart Paper 68,Office Supplies,Paper,626.35,756.48,2155.968,1879.0500000000002,276.91799999999967
O000843,2025-03-24,C0913,P0007,North,2,0.05,Pro Stationery 7,Office Supplies,Stationery,242.85,277.76,527.7439999999999,485.7,42.043999999999926
O000844,2025-01-03,C0651,P0097,North,1,0.02,Max Stationery 97,Office Supplies,Stationery,771.78,891.5,873.67,771.78,101.88999999999999
O000845,2025-11-26,C0367,P0066,East,1,0.0,Smart Storage 66,Furniture,Storage,5781.02,6663.48,6663.48,5781.02,882.4599999999991
O000846,2026-01-12,C0489,P0046,East,1,0.02,Premium Laptop 46,Electronics,Laptops,46154.3,60065.49,58864.180199999995,46154.3,12709.880199999992
O000847,2026-01-09,C0689,P0096,West,5,0.02,Max Storage 96,Furniture,Storage,4522.23,5174.56,25355.344,22611.149999999998,2744.194000000003
O000848,2025-02-10,C0011,P0005,East,5,0.05,Pro Table 5,Furniture,Tables,3602.57,4470.07,21232.832499999997,18012.850000000002,3219.9824999999946
O000849,2025-08-04,C0998,P0017,West,3,0.0,Plus Mobile 17,Electronics,Mobiles,22329.82,30143.75,90431.25,66989.45999999999,23441.790000000008
O000850,2025-11-24,C0553,P0076,South,8,0.0,Eco Laptop 76,Electronics,Laptops,37038.26,47803.81,382430.48,296306.08,86124.39999999997
O000851,2025-06-01,C0446,P0052,South,4,0.05,Premium Stationery 52,Office Supplies,Stationery,92.69,113.71,432.09799999999996,370.76,61.337999999999965
O000852,2026-06-17,C0114,P0012,South,2,0.0,Pro Small Appliance 12,Home Appliances,Small Appliances,9488.57,11212.24,22424.48,18977.14,3447.34
O000853,2025-03-05,C0692,P0062,East,2,0.1,Smart Mobile 62,Electronics,Mobiles,38532.59,45323.0,81581.40000000001,77065.18,4516.220000000016
O000854,2025-11-17,C0706,P0035,West,5,0.15,Classic Table 35,Furniture,Tables,12659.56,14351.15,60992.3875,63297.799999999996,-2305.4124999999985
O000855,2026-03-13,C0196,P0062,North,2,0.02,Smart Mobile 62,Electronics,Mobiles,38532.59,45323.0,88833.08,77065.18,11767.900000000009
O000856,2025-07-01,C0860,P0021,East,1,0.15,Plus Storage 21,Furniture,Storage,3714.31,4987.83,4239.6555,3714.31,525.3454999999999
O000857,2026-02-04,C0737,P0085,East,2,0.02,Eco Kitchen 85,Home Appliances,Kitchen,5800.15,7429.3,14561.428,11600.3,2961.1280000000006
O000858,2026-05-26,C0843,P0066,East,6,0.05,Smart Storage 66,Furniture,Storage,5781.02,6663.48,37981.835999999996,34686.12,3295.715999999993
O000859,2025-05-15,C0323,P0053,West,3,0.0,Premium Paper 53,Office Supplies,Paper,247.0,290.88,872.64,741.0,131.64
O000860,2026-07-10,C0936,P0021,South,3,0.15,Plus Storage 21,Furniture,Storage,3714.31,4987.83,12718.966499999999,11142.93,1576.0364999999983
O000861,2025-12-26,C0773,P0015,North,3,0.0,Pro Sportswear 15,Sports,Sportswear,1547.71,1953.74,5861.22,4643.13,1218.0900000000001
O000862,2025-07-25,C0512,P0075,East,1,0.0,Smart Sportswear 75,Sports,Sportswear,2909.68,3338.72,3338.72,2909.68,429.03999999999996
O000863,2025-10-15,C0628,P0074,South,3,0.0,Smart Outdoor 74,Sports,Outdoor,4805.97,5559.01,16677.03,14417.91,2259.119999999999
O000864,2025-08-02,C0981,P0082,North,3,0.05,Eco Stationery 82,Office Supplies,Stationery,614.11,768.77,2190.9945,1842.33,348.66449999999986
O000865,2026-03-31,C0662,P0023,East,5,0.0,Plus Paper 23,Office Supplies,Paper,219.16,267.24,1336.2,1095.8,240.4000000000001
O000866,2026-05-08,C0630,P0031,South,5,0.05,Classic Laptop 31,Electronics,Laptops,69933.07,80697.89,383314.9775,349665.35000000003,33649.627499999944
O000867,2026-05-27,C0165,P0054,North,2,0.15,Premium Writing 54,Office Supplies,Writing,172.43,204.75,348.075,344.86,3.214999999999975
O000868,2026-08-13,C0252,P0055,East,1,0.05,Premium Kitchen 55,Home Appliances,Kitchen,1781.02,2036.38,1934.561,1781.02,153.54099999999994
O000869,2026-05-05,C0779,P0026,South,2,0.05,Plus Cleaning 26,Home Appliances,Cleaning,1742.36,2159.67,4103.373,3484.72,618.6529999999998
O000870,2026-01-22,C0044,P0053,West,3,0.0,Premium Paper 53,Office Supplies,Paper,247.0,290.88,872.64,741.0,131.64
O000871,2025-08-19,C0470,P0066,North,4,0.05,Smart Storage 66,Furniture,Storage,5781.02,6663.48,25321.224,23124.08,2197.1439999999966
O000872,2025-12-20,C0489,P0039,East,4,0.0,Classic Writing 39,Office Supplies,Writing,166.21,197.59,790.36,664.84,125.51999999999998
O000873,2025-01-31,C0181,P0007,West,2,0.05,Pro Stationery 7,Office Supplies,Stationery,242.85,277.76,527.7439999999999,485.7,42.043999999999926
O000874,2026-04-11,C0077,P0088,South,1,0.05,Eco Fitnes 88,Sports,Fitness,3722.17,4438.78,4216.840999999999,3722.17,494.67099999999937
O000875,2025-10-24,C0374,P0039,West,1,0.0,Classic Writing 39,Office Supplies,Writing,166.21,197.59,197.59,166.21,31.379999999999995
O000876,2025-01-15,C0628,P0032,South,5,0.1,Classic Mobile 32,Electronics,Mobiles,39140.16,48337.53,217518.885,195700.80000000002,21818.084999999992
O000877,2025-02-15,C0957,P0026,North,3,0.1,Plus Cleaning 26,Home Appliances,Cleaning,1742.36,2159.67,5831.109,5227.08,604.0290000000005
O000878,2025-09-18,C0067,P0087,North,4,0.05,Eco Small Appliance 87,Home Appliances,Small Appliances,6803.75,7661.83,29114.953999999998,27215.0,1899.953999999998
O000879,2026-01-12,C0525,P0078,West,10,0.05,Eco Accessorie 78,Electronics,Accessories,464.21,639.37,6074.014999999999,4642.099999999999,1431.915
O000880,2025-11-04,C0092,P0029,East,3,0.02,Plus Outdoor 29,Sports,Outdoor,5356.58,6584.1,19357.254,16069.74,3287.514000000001
O000881,2026-02-01,C0758,P0025,East,6,0.0,Plus Kitchen 25,Home Appliances,Kitchen,9538.12,13156.71,78940.26,57228.72,21711.539999999994
O000882,2025-11-13,C0779,P0056,South,1,0.0,Premium Cleaning 56,Home Appliances,Cleaning,1756.12,1989.94,1989.94,1756.12,233.82000000000016
O000883,2026-02-24,C0651,P0031,North,1,0.0,Classic Laptop 31,Electronics,Laptops,69933.07,80697.89,80697.89,69933.07,10764.819999999992
O000884,2025-06-03,C0853,P0066,South,5,0.05,Smart Storage 66,Furniture,Storage,5781.02,6663.48,31651.52999999999,28905.100000000002,2746.4299999999894
O000885,2025-03-23,C0244,P0002,East,1,0.1,Pro Mobile 2,Electronics,Mobiles,16594.99,19957.15,17961.435,16594.99,1366.4449999999997
O000886,2026-01-19,C0341,P0087,East,3,0.05,Eco Small Appliance 87,Home Appliances,Small Appliances,6803.75,7661.83,21836.2155,20411.25,1424.9654999999984
O000887,2025-11-16,C0903,P0047,North,2,0.1,Premium Mobile 47,Electronics,Mobiles,29477.41,37354.24,67237.632,58954.82,8282.811999999998
O000888,2025-01-20,C0785,P0075,East,2,0.0,Smart Sportswear 75,Sports,Sportswear,2909.68,3338.72,6677.44,5819.36,858.0799999999999
O000889,2025-09-14,C0304,P0029,North,2,0.05,Plus Outdoor 29,Sports,Outdoor,5356.58,6584.1,12509.79,10713.16,1796.630000000001
O000890,2025-03-18,C0398,P0099,South,4,0.0,Max Writing 99,Office Supplies,Writing,473.09,624.06,2496.24,1892.36,603.8799999999999
O000891,2025-12-13,C0703,P0049,South,1,0.05,Premium Chair 49,Furniture,Chairs,5654.65,7165.45,6807.1775,5654.65,1152.5275000000001
O000892,2025-09-23,C0448,P0073,East,4,0.02,Smart Fitnes 73,Sports,Fitness,5360.79,7223.83,28317.4136,21443.16,6874.2536
O000893,2026-01-28,C0097,P0032,South,5,0.2,Classic Mobile 32,Electronics,Mobiles,39140.16,48337.53,193350.12,195700.80000000002,-2350.680000000022
O000894,2026-05-13,C0331,P0030,South,1,0.05,Plus Sportswear 30,Sports,Sportswear,2685.72,3648.3,3465.885,2685.72,780.1650000000004
O000895,2025-07-25,C0205,P0015,North,1,0.05,Pro Sportswear 15,Sports,Sportswear,1547.71,1953.74,1856.0529999999999,1547.71,308.34299999999985
O000896,2026-08-02,C0449,P0062,South,2,0.0,Smart Mobile 62,Electronics,Mobiles,38532.59,45323.0,90646.0,77065.18,13580.820000000007
O000897,2025-12-15,C0418,P0078,East,4,0.1,Eco Accessorie 78,Electronics,Accessories,464.21,639.37,2301.732,1856.84,444.89200000000005
O000898,2026-01-31,C0649,P0017,East,1,0.0,Plus Mobile 17,Electronics,Mobiles,22329.82,30143.75,30143.75,22329.82,7813.93
O000899,2026-03-07,C0077,P0022,South,2,0.05,Plus Stationery 22,Office Supplies,Stationery,659.93,814.72,1547.968,1319.86,228.10800000000017
O000900,2026-02-27,C0896,P0030,North,5,0.05,Plus Sportswear 30,Sports,Sportswear,2685.72,3648.3,17329.425,13428.599999999999,3900.8250000000007
O000901,2025-12-01,C0549,P0081,South,3,0.1,Eco Storage 81,Furniture,Storage,3275.15,3967.74,10712.898,9825.45,887.4479999999985
O000902,2025-10-13,C0798,P0016,East,3,0.05,Plus Laptop 16,Electronics,Laptops,47347.31,64127.75,182764.0875,142041.93,40722.1575
O000903,2025-02-09,C0425,P0052,East,3,0.1,Premium Stationery 52,Office Supplies,Stationery,92.69,113.71,307.017,278.07,28.947000000000003
O000904,2025-01-17,C0429,P0008,East,1,0.0,Pro Paper 8,Office Supplies,Paper,383.34,433.63,433.63,383.34,50.29000000000002
O000905,2025-08-31,C0485,P0064,West,1,0.1,Smart Chair 64,Furniture,Chairs,8357.78,10550.26,9495.234,8357.78,1137.4539999999997
O000906,2025-08-16,C0815,P0039,East,2,0.0,Classic Writing 39,Office Supplies,Writing,166.21,197.59,395.18,332.42,62.75999999999999
O000907,2025-09-18,C0135,P0031,South,10,0.15,Classic Laptop 31,Electronics,Laptops,69933.07,80697.89,685932.065,699330.7000000001,-13398.635000000126
O000908,2025-04-10,C0654,P0012,North,10,0.0,Pro Small Appliance 12,Home Appliances,Small Appliances,9488.57,11212.24,112122.4,94885.7,17236.699999999997
O000909,2026-04-07,C0254,P0033,West,6,0.0,Classic Accessorie 33,Electronics,Accessories,4046.89,5294.55,31767.300000000003,24281.34,7485.960000000003
O000910,2026-06-09,C0560,P0058,South,1,0.0,Premium Fitnes 58,Sports,Fitness,2598.09,3134.13,3134.13,2598.09,536.04
O000911,2026-07-21,C0255,P0012,West,3,0.0,Pro Small Appliance 12,Home Appliances,Small Appliances,9488.57,11212.24,33636.72,28465.71,5171.010000000002
O000912,2025-11-20,C0646,P0025,North,3,0.1,Plus Kitchen 25,Home Appliances,Kitchen,9538.12,13156.71,35523.117,28614.36,6908.756999999998
O000913,2026-03-18,C0802,P0038,West,2,0.02,Classic Paper 38,Office Supplies,Paper,847.14,1157.66,2269.0136,1694.28,574.7336000000003
O000914,2026-06-08,C0720,P0048,South,2,0.15,Premium Accessorie 48,Electronics,Accessories,329.41,374.24,636.208,658.82,-22.61200000000008
O000915,2025-10-07,C0499,P0082,East,1,0.02,Eco Stationery 82,Office Supplies,Stationery,614.11,768.77,753.3946,614.11,139.28459999999995
O000916,2025-08-01,C0613,P0083,South,2,0.1,Eco Paper 83,Office Supplies,Paper,674.11,927.67,1669.806,1348.22,321.586
O000917,2026-07-20,C0484,P0055,South,1,0.02,Premium Kitchen 55,Home Appliances,Kitchen,1781.02,2036.38,1995.6524000000002,1781.02,214.6324000000002
O000918,2025-12-04,C0046,P0003,East,2,0.1,Pro Accessorie 3,Electronics,Accessories,4852.77,5766.11,10378.998,9705.54,673.4579999999987
O000919,2025-11-23,C0443,P0099,South,1,0.05,Max Writing 99,Office Supplies,Writing,473.09,624.06,592.857,473.09,119.767
O000920,2025-05-07,C0582,P0069,East,1,0.15,Smart Writing 69,Office Supplies,Writing,405.37,480.0,408.0,405.37,2.6299999999999955
O000921,2025-03-20,C0648,P0035,East,3,0.05,Classic Table 35,Furniture,Tables,12659.56,14351.15,40900.7775,37978.68,2922.097499999996
O000922,2026-06-01,C0792,P0051,North,2,0.0,Premium Storage 51,Furniture,Storage,6888.42,8063.28,16126.56,13776.84,2349.7199999999993
O000923,2026-01-29,C0579,P0027,North,1,0.05,Plus Small Appliance 27,Home Appliances,Small Appliances,4878.86,5850.57,5558.041499999999,4878.86,679.1814999999997
O000924,2025-08-11,C0004,P0037,North,8,0.02,Classic Stationery 37,Office Supplies,Stationery,79.91,94.38,739.9391999999999,639.28,100.65919999999994
O000925,2025-05-16,C0736,P0085,South,6,0.0,Eco Kitchen 85,Home Appliances,Kitchen,5800.15,7429.3,44575.8,34800.899999999994,9774.900000000009
O000926,2025-12-27,C0001,P0016,North,8,0.02,Plus Laptop 16,Electronics,Laptops,47347.31,64127.75,502761.56,378778.48,123983.08000000002
O000927,2026-01-12,C0290,P0092,South,2,0.02,Max Mobile 92,Electronics,Mobiles,35627.15,41708.79,81749.2284,71254.3,10494.928400000004
O000928,2025-05-26,C0109,P0025,West,4,0.05,Plus Kitchen 25,Home Appliances,Kitchen,9538.12,13156.71,49995.49799999999,38152.48,11843.01799999999
O000929,2026-06-06,C0777,P0033,South,3,0.05,Classic Accessorie 33,Electronics,Accessories,4046.89,5294.55,15089.4675,12140.67,2948.7975000000006
O000930,2025-03-03,C0575,P0062,East,1,0.0,Smart Mobile 62,Electronics,Mobiles,38532.59,45323.0,45323.0,38532.59,6790.4100000000035
O000931,2025-08-30,C0460,P0017,West,2,0.05,Plus Mobile 17,Electronics,Mobiles,22329.82,30143.75,57273.125,44659.64,12613.485
O000932,2026-03-07,C0266,P0043,South,3,0.05,Classic Fitnes 43,Sports,Fitness,572.65,769.11,2191.9635,1717.9499999999998,474.0135
O000933,2025-07-09,C0138,P0030,North,4,0.0,Plus Sportswear 30,Sports,Sportswear,2685.72,3648.3,14593.2,10742.88,3850.3200000000015
O000934,2026-05-25,C0434,P0041,South,5,0.0,Classic Cleaning 41,Home Appliances,Cleaning,733.55,998.36,4991.8,3667.75,1324.0500000000002
O000935,2026-04-08,C0044,P0004,West,4,0.0,Pro Chair 4,Furniture,Chairs,4053.96,5422.13,21688.52,16215.84,5472.68
O000936,2026-05-04,C0886,P0066,East,4,0.05,Smart Storage 66,Furniture,Storage,5781.02,6663.48,25321.224,23124.08,2197.1439999999966
O000937,2025-03-27,C0510,P0060,North,2,0.05,Premium Sportswear 60,Sports,Sportswear,3891.8,5094.98,9680.462,7783.6,1896.8619999999992
O000938,2025-04-11,C0944,P0009,East,1,0.0,Pro Writing 9,Office Supplies,Writing,394.86,483.13,483.13,394.86,88.26999999999998
O000939,2025-07-17,C0983,P0031,North,3,0.1,Classic Laptop 31,Electronics,Laptops,69933.07,80697.89,217884.30299999999,209799.21000000002,8085.092999999964
O000940,2025-12-05,C0262,P0089,East,2,0.0,Eco Outdoor 89,Sports,Outdoor,1036.29,1187.47,2374.94,2072.58,302.3600000000001
O000941,2026-04-12,C0728,P0100,West,3,0.05,Max Kitchen 100,Home Appliances,Kitchen,860.54,964.11,2747.7135,2581.62,166.09349999999995
O000942,2026-05-29,C0633,P0069,South,2,0.1,Smart Writing 69,Office Supplies,Writing,405.37,480.0,864.0,810.74,53.25999999999999
O000943,2026-03-20,C0152,P0024,East,3,0.0,Plus Writing 24,Office Supplies,Writing,317.28,392.84,1178.52,951.8399999999999,226.68000000000006
O000944,2026-07-16,C0213,P0024,North,1,0.02,Plus Writing 24,Office Supplies,Writing,317.28,392.84,384.98319999999995,317.28,67.70319999999998
O000945,2026-04-07,C0234,P0093,North,4,0.0,Max Accessorie 93,Electronics,Accessories,3364.84,4451.81,17807.24,13459.36,4347.880000000001
O000946,2025-07-30,C0863,P0045,North,10,0.0,Classic Sportswear 45,Sports,Sportswear,3995.43,4800.76,48007.600000000006,39954.299999999996,8053.30000000001
O000947,2025-07-03,C0623,P0095,West,3,0.0,Max Table 95,Furniture,Tables,9139.66,10381.39,31144.17,27418.98,3725.1899999999987
O000948,2026-03-15,C0954,P0037,North,6,0.1,Classic Stationery 37,Office Supplies,Stationery,79.91,94.38,509.652,479.46,30.192000000000007
O000949,2025-05-17,C0361,P0058,North,1,0.15,Premium Fitnes 58,Sports,Fitness,2598.09,3134.13,2664.0105,2598.09,65.92049999999972
O000950,2025-03-09,C0320,P0083,South,2,0.05,Eco Paper 83,Office Supplies,Paper,674.11,927.67,1762.5729999999999,1348.22,414.35299999999984
O000951,2025-12-13,C0222,P0023,East,5,0.05,Plus Paper 23,Office Supplies,Paper,219.16,267.24,1269.3899999999999,1095.8,173.58999999999992
O000952,2026-05-21,C0952,P0035,East,6,0.1,Classic Table 35,Furniture,Tables,12659.56,14351.15,77496.20999999999,75957.36,1538.8499999999913
O000953,2025-03-15,C0738,P0063,West,10,0.0,Smart Accessorie 63,Electronics,Accessories,1280.37,1532.68,15326.800000000001,12803.699999999999,2523.100000000002
O000954,2026-05-06,C0210,P0006,North,2,0.05,Pro Storage 6,Furniture,Storage,5485.98,6595.86,12532.133999999998,10971.96,1560.173999999999
O000955,2026-05-16,C0396,P0006,West,4,0.05,Pro Storage 6,Furniture,Storage,5485.98,6595.86,25064.267999999996,21943.92,3120.347999999998
O000956,2025-11-14,C0931,P0030,North,1,0.1,Plus Sportswear 30,Sports,Sportswear,2685.72,3648.3,3283.4700000000003,2685.72,597.7500000000005
O000957,2025-02-12,C0583,P0001,East,8,0.02,Pro Laptop 1,Electronics,Laptops,58322.43,76089.18,596539.1712,466579.44,129959.73119999998
O000958,2025-05-04,C0489,P0063,East,1,0.0,Smart Accessorie 63,Electronics,Accessories,1280.37,1532.68,1532.68,1280.37,252.31000000000017
O000959,2026-03-22,C0872,P0008,East,1,0.05,Pro Paper 8,Office Supplies,Paper,383.34,433.63,411.94849999999997,383.34,28.608499999999992
O000960,2026-03-24,C0601,P0028,North,6,0.0,Plus Fitnes 28,Sports,Fitness,1985.72,2257.92,13547.52,11914.32,1633.2000000000007
O000961,2026-06-30,C0774,P0089,West,3,0.05,Eco Outdoor 89,Sports,Outdoor,1036.29,1187.47,3384.2895,3108.87,275.41949999999997
O000962,2026-01-11,C0961,P0033,South,2,0.05,Classic Accessorie 33,Electronics,Accessories,4046.89,5294.55,10059.645,8093.78,1965.8650000000007
O000963,2025-03-31,C0878,P0053,North,4,0.1,Premium Paper 53,Office Supplies,Paper,247.0,290.88,1047.1680000000001,988.0,59.16800000000012
O000964,2025-03-29,C0464,P0038,South,2,0.05,Classic Paper 38,Office Supplies,Paper,847.14,1157.66,2199.554,1694.28,505.2740000000001
O000965,2026-03-29,C0700,P0052,East,2,0.0,Premium Stationery 52,Office Supplies,Stationery,92.69,113.71,227.42,185.38,42.03999999999999
O000966,2025-05-11,C0624,P0078,North,1,0.02,Eco Accessorie 78,Electronics,Accessories,464.21,639.37,626.5826,464.21,162.37259999999998
O000967,2025-08-13,C0452,P0011,West,1,0.0,Pro Cleaning 11,Home Appliances,Cleaning,4777.36,5360.65,5360.65,4777.36,583.29
O000968,2025-11-17,C0413,P0002,South,4,0.05,Pro Mobile 2,Electronics,Mobiles,16594.99,19957.15,75837.17,66379.96,9457.209999999992
O000969,2025-01-19,C0934,P0053,South,1,0.0,Premium Paper 53,Office Supplies,Paper,247.0,290.88,290.88,247.0,43.879999999999995
O000970,2025-06-23,C0751,P0094,North,3,0.0,Max Chair 94,Furniture,Chairs,7498.54,9572.95,28718.850000000002,22495.62,6223.230000000003
O000971,2025-10-01,C0476,P0094,North,2,0.05,Max Chair 94,Furniture,Chairs,7498.54,9572.95,18188.605,14997.08,3191.5249999999996
O000972,2025-07-13,C0256,P0068,West,1,0.0,Smart Paper 68,Office Supplies,Paper,626.35,756.48,756.48,626.35,130.13
O000973,2025-04-08,C0150,P0077,North,1,0.0,Eco Mobile 77,Electronics,Mobiles,37687.31,43013.51,43013.51,37687.31,5326.200000000004
O000974,2026-04-02,C0127,P0007,North,8,0.02,Pro Stationery 7,Office Supplies,Stationery,242.85,277.76,2177.6384,1942.8,234.83839999999987
O000975,2026-05-17,C0392,P0067,North,3,0.05,Smart Stationery 67,Office Supplies,Stationery,153.61,205.09,584.5065,460.83000000000004,123.67649999999992
O000976,2025-06-28,C0831,P0009,West,1,0.0,Pro Writing 9,Office Supplies,Writing,394.86,483.13,483.13,394.86,88.26999999999998
O000977,2026-04-27,C0480,P0078,West,5,0.1,Eco Accessorie 78,Electronics,Accessories,464.21,639.37,2877.165,2321.0499999999997,556.1150000000002
O000978,2025-09-17,C0993,P0063,East,2,0.02,Smart Accessorie 63,Electronics,Accessories,1280.37,1532.68,3004.0528,2560.74,443.31280000000015
O000979,2025-11-29,C0397,P0011,North,4,0.0,Pro Cleaning 11,Home Appliances,Cleaning,4777.36,5360.65,21442.6,19109.44,2333.16
O000980,2026-06-08,C0923,P0037,South,1,0.0,Classic Stationery 37,Office Supplies,Stationery,79.91,94.38,94.38,79.91,14.469999999999999
O000981,2026-04-13,C0402,P0014,North,2,0.0,Pro Outdoor 14,Sports,Outdoor,3152.72,3886.61,7773.22,6305.44,1467.7800000000007
O000982,2026-05-13,C0274,P0019,West,3,0.05,Plus Chair 19,Furniture,Chairs,6932.49,9020.15,25707.427499999994,20797.47,4909.957499999993
O000983,2025-04-09,C0845,P0008,South,3,0.0,Pro Paper 8,Office Supplies,Paper,383.34,433.63,1300.8899999999999,1150.02,150.8699999999999
O000984,2025-02-20,C0982,P0007,North,2,0.05,Pro Stationery 7,Office Supplies,Stationery,242.85,277.76,527.7439999999999,485.7,42.043999999999926
O000985,2026-06-28,C0958,P0059,West,1,0.0,Premium Outdoor 59,Sports,Outdoor,4077.94,5490.39,5490.39,4077.94,1412.4500000000003
O000986,2025-09-18,C0910,P0063,South,2,0.0,Smart Accessorie 63,Electronics,Accessories,1280.37,1532.68,3065.36,2560.74,504.62000000000035
O000987,2025-07-18,C0139,P0007,North,8,0.05,Pro Stationery 7,Office Supplies,Stationery,242.85,277.76,2110.9759999999997,1942.8,168.1759999999997
